1896	236.0
1900	1230.0
1904	812.0
1906	1001.0
1908	1904.0
1912	1693.0
1920	2040.0
1924	3551.0
1928	3059.0
1932	1377.0
1936	4165.0
1948	4383.0
1952	5469.0
1956	3603.0
1960	5328.0
1964	5685.0
1968	6083.0
1972	6733.0
1976	5723.0
1980	5120.0
1984	6455.0
1988	7922.0
1992	8538.0
1994	1684.0
1996	6629.0
1998	1834.0
2000	6552.0
2002	2103.0
2004	6095.0
2006	2196.0
2008	6063.0
2010	2056.0
2012	5500.0
2014	2374.0
2016	5834.0
